Butter,BTS,"242 ContributorsTranslationsTürkçeไทย / Phasa ThaiEspañolPortuguêsPolski한국어日本語ItalianoBahasa IndonesiaMagyarहिन्दीDeutschFrançaisفارسیChinese TraditionalAzərbaycanca / آذربايجانবাংলাУкраїнськаČeskyРусскийButter Lyrics[Verse 1: Jung Kook, V & j-hope]
Smooth like butter
Like a criminal undercover
Gon' pop like trouble
Breakin' into your heart like that (Ooh)
Cool shade stunner
Yeah, I owe it all to my mother
Hot like summer
Yeah, I'm makin' you sweat like that
Break it down

[Pre-Chorus: Jin & RM]
Ooh, when I look in the mirror
I'll melt your heart into two
I got that superstar glow so (Ooh)
Do the boogie like

[Chorus: Jung Kook, Jimin & V]
Side step, right, left to my beat
High like the moon, rock with me, baby
Know that I got that heat
Let me show you 'cause talk is cheap
Side step, right, left to my beat
Get it, let it roll

[Verse 2: Jung Kook, V, Jin & SUGA]
Smooth like butter
Pull you in like no other
Don't need no Usher
To remind me you got it bad
Ain't no other
That can sweep you up like a robber
Straight up, I got ya
Makin' you fall like that
Break it down
You might also like[Pre-Chorus: Jimin & RM]
Ooh, when I look in the mirror
I'll melt your heart into two
I got that superstar glow so (Ooh)
Do the boogie like

[Chorus: Jimin, Jin & Jung Kook]
Side step, right, left to my beat
High like the moon, rock with me, baby
Know that I got that heat
Let me show you 'cause talk is cheap
Side step, right, left to my beat
Get it, let it roll

[Post-Chorus: Jimin]
Get it, let it roll
Get it, let it roll

[Verse 3: SUGA, RM & All]
Ice on my wrist, I'm the nice guy
Got the right body and the right mind
Rollin' up to party, got the right vibe
Smooth like (Butter), hate us (Love us)
Fresh boy pull up and we lay low
All the playas get movin' when the bass low
Got ARMY right behind us when we say so
Let's go
[Chorus: V, Jin, Jung Kook & Jimin]
Side step, right, left to my beat (Right, left to my beat)
High like the moon, rock with me, baby
Know that I got that heat
Let me show you 'cause talk is cheap (You know that talk is cheap)
Side step, right, left to my beat
Get it, let it roll
[Post-Chorus: j-hope, j-hope & RM, RM, All]
Smooth like (Butter), cool shade (Stunner)
And you know we don't stop
Hot like (Summer), ain't no (Bummer)
You be like, oh my god
We gon' make you rock and you say (Yeah)
We gon' make you bounce and you say (Yeah)
Hotter? Sweeter! Cooler? Butter!

[Outro: Jung Kook]
Get it, let it roll286Embed"
MONEY,LISA,"127 ContributorsTranslationsEspañolРусскийPortuguês日本語ItalianoDeutschTagalog / ᜆᜄᜎᜓᜄ᜔العربيةMONEY Lyrics[Verse 1]
It's the end of the month and the weekend
I'ma spend this check, everything on me, yeah
I'ma tip myself, I'ma spend it on myself
I'ma drop it like it's pourin', I'ma pour it on myself

[Refrain]
Che-che-che-check that money-makin' bank account number (Yikes)
That's that shit that's never gettin' bounced on ya
Bitch, I do the money dance, I just made a hundred bands
When the store says, ""Sign for it,"" I'ma leave my autograph

[Pre-Chorus]
Dolla' bills, dolla' bills
Watch it fallin' for me, I love the way that feels
Dolla' bills, dolla' bills
Keep on fallin' for me, I love thе way it feels

[Chorus]
I came here to drop somе money, droppin' all my money
Drop some money, all this bread so yummy, yeah
Twerkin', twerkin' when I buy the things I like
Dolla', dollas droppin' on my ass tonight

[Verse 2]
Everyone silent, listen to my money talk
Spend how I like it, yeah, everyone know what I mean, mean
When they see green, when they see green, that mean go
Give me what the hell I want, give me what the hell I want
You might also like[Refrain]
Check that money-makin' bank account number (Yikes)
That's that shit that's never gettin' bounced on ya
Bitch, I do the money dance, I just made a hundred bands
When the store says, ""Sign for it,"" I'ma leave my autograph

[Pre-Chorus]
Dolla' bills, dolla' bills
Watch it fallin' for me, I love the way that feels
Dolla' bills, dolla' bills
Keep on fallin' for me, I love the way it feels

[Chorus]
I came here to drop some money, droppin' all my money
Drop some money, all this bread so yummy, yeah
Twerkin', twerkin' when I buy the things I like
Dolla', dollas droppin' on my ass tonight
(Drop some money, droppin' all my money)
(Drop some money, all this bread so yummy, yeah)
Drop some money, droppin' all my money
Drop some money, all this bread so yummy, yeah

[Outro]
My money moves, money I choose
CELINE my shoes, walkin' on you, my money rules
My money moves, money I choose
Watch how my wons and yens and dollars be droppin' on you, you, you
Dun, dun-dun-dun-dun-dun, dun
Dun-dun-dun-dun-dun-dun
Dun, dun-dun-dun-dun-dun, dun
Droppin' on you
Dun, dun-dun-dun-dun-dun, dun
Dun-dun-dun-dun-dun-dun
Dun, dun-dun-dun-dun-dun, dun
Droppin' on you129Embed"
Need to Know,Doja Cat,"161 ContributorsTranslationsTürkçeEspañolРусскийPortuguêsDeutschFrançaisPolskiNeed To Know Lyrics[Intro]
Yeah

[Chorus]
Wanna know what it's like (Like)
Baby, show me what it's like (Like)
I don't really got no type (Type)
I just wanna fuck all night
Yeah-yeah, oh-woah-woah (Oh, ooh, mmm)
Baby, I need to know, mmm (Yeah, need to know)
I just been fantasizin' (Size)
And we got a lotta time (Time)
Baby, come throw the pipe (Pipe)
Gotta know what it's like (Like)
Yeah-yeah, oh-woah-woah
Baby, I need to know, mmm

[Verse 1]
What's your size? (Size)
Add, subtract, divide ('Vide)
Daddy don't throw no curves (Curves)
Hold up, I'm goin' wide (Wide)
We could just start at ten (Ten)
Then we can go to five (Five)
I don't play with my pen (Pen)
I mean what I writе
Yeah-yeah, woah-woah-woah
I just can't help but bе sexual (Oh)
Tell me your schedule (Yeah)
I got a lotta new tricks for you, baby
Just sayin' I'm flexible (I will)
I do what I can to get you off (I will)
Might just fuck him with my makeup on (I will)
Eat it like I need an apron on (Yeah, oh)
Eat it 'til I need to change my thong (Yeah, ayy)
We could do it to your favorite song (Yeah, ayy)
Take a ride into the danger zone
You know my nigga be buggin' me
I just be wonderin' if you can fuck on me better
Itchin' for me like an ugly sweater
Need it in me like a Chuck E. need cheddar
I need to know
See Doja Cat LiveGet tickets as low as $37You might also like[Chorus]
Wanna know what it's like (Like)
Baby, show me what it's like (Like)
I don't really got no type (Type)
I just wanna fuck all night
Yeah-yeah, oh-woah-woah (Oh, ooh, mmm)
Baby, I need to know, mmm (Yeah, need to know)
I just been fantasizin' (Size)
And we got a lotta time (Time)
Baby, come throw the pipe (Pipe)
Gotta know what it's like (Like)
Yeah-yeah, oh-woah-woah
Baby, I need to know, mmm

[Bridge]
You're exciting, boy, come find me
Your eyes told me, ""Girl, come ride me""
Fuck that feeling both us fighting
Could he try me? (Yeah) Mmm, most likely

[Verse 2]
Tryna see if you could handle this ass
Prolly give his ass a panic attack
Sorry if I gave a random erection
Prolly thinkin' I'm a telekinetic
Oh, wait, you a fan of the magic?
Poof, pussy like an Alakazam
I heard from a friend of a friend
That that dick was a ten out of ten
I can't stand it, just one night me
Clink with the drink, gimme a sip
Tell me what's your kink, gimme the dick
Spank me, slap me, choke me, bite me (Ew)
Oh, wait, I can take it (Ah)
Give a fuck 'bout what your wifey's sayin' (Yeah)
[Chorus]
Wanna know what it's like (Like)
Baby, show me what it's like (Like)
I don't really got no type (Type)
I just wanna fuck all night
Yeah-yeah, oh-woah-woah (Oh, ooh, mmm)
Baby, I need to know, mmm (Yeah, need to know)
I just been fantasizin' (Size)
And we got a lotta time (Time)
Baby, come throw the pipe (Pipe)
Gotta know what it's like (Like)
Yeah-yeah, oh-woah-woah
Baby, I need to know, mmm117Embed"
happier,Olivia Rodrigo,"141 ContributorsTranslationsTürkçeEspañolPortuguêsPortuguêsDeutschFrançaisالعربية​happier Lyrics[Verse 1]
We broke up a month ago
Your friends are mine, you know I know
You've moved on, found someone new
One more girl who brings out the better in you
And I thought my heart was detached
From all the sunlight of our past
But she's so sweet, she's so pretty
Does she mean you forgot about me?

[Chorus]
Oh, I hope you're happy
But not like how you were with me
I'm selfish, I know, I can't let you go
So find someone great, but don't find no one better
I hope you're happy, but don't be happier

[Verse 2]
And do you tell her she's the most beautiful girl you've ever seen?
An eternal love bullshit you know you'll never mean
Remember when I believed
You meant it when you said it first to me?
And now I'm pickin' her apart
Like cuttin' her down will make you miss my wretched heart
But she's beautiful, she looks kind
She probably gives you butterflies
See Olivia Rodrigo LiveGet tickets as low as $123You might also like[Chorus]
I hope you're happy
But not like how you were with me
I'm selfish, I know, I can't let you go
So find someone great, but don't find no one better
I hope you're happy
I wish you all the best, really
Say you love her, baby, just not like you loved me
And think of me fondly when your hands are on her
I hope you're happy, but don't be happier

[Bridge]
Ooh, ooh-ooh
Ooh-ooh, ooh-ooh

[Chorus]
I hope you're happy
Just not like how you were with me
I'm selfish, I know, can't let you go
So find someone great, but don't find no one better
I hope you're happy, but don't be happier88Embed"
abcdefu,GAYLE,"82 ContributorsTranslationsTürkçeEspañolDeutschFrançaisPolski​abcdefu Lyrics[Intro]
Fuck you and your mom and your sister and your job
And your broke-ass car and that shit you call art
Fuck you and your friends that I'll never see again
Everybody but your dog, you can all fuck off

[Verse 1]
I swear I meant to mean the best when it ended
Even tried to bite my tongue when you start shit
Now you're textin' all my friends asking questions
They never even liked you in the first place
Dated a girl that I hate for the attention
She only made it two days, what a connection
It's like you'd do anythin' for my affection
You're goin' all about it in the worst ways

[Pre-Chorus]
I was into you, but I'm ovеr it now
And I was tryna be nice
But nothing's getting through, so lеt me spell it out

[Chorus]
A-B-C-D-E, F you
And your mom and your sister and your job
And your broke-ass car and that shit you call art
Fuck you and your friends that I'll never see again
Everybody but your dog, you can all fuck off
You might also like[Post-Chorus]
Na-na-na-na, na-na-na-na
A-B-C-D-E, F you
[Verse 2]
You said you just needed space and so I gave it
When I had nothin' to say, you couldn't take it
Told everyone I'm a bitch, so I became it
Always had to put yourself above me

[Pre-Chorus]
I was into you, but I'm over it now
And I was tryna be nice
But nothing's getting through, so let me spell it out

[Chorus]
A-B-C-D-E, F you
And your mom and your sister and your job
And your craigslist couch and the way your voice sounds
Fuck you and your friends that I'll never see again
Everybody but your dog, you can all fuck off

[Post-Chorus]
Na-na-na-na, na-na-na-na
A-B-C-D-E, F off (F off)
Na-na-na-na, na-na-na-na
A-B-C-D-E, F you
[Outro]
And your mom and your sister and your job
And your broke-ass car and that shit you call art
Fuck you and your friends that I'll never see again
Everybody but your dog, you can all fuck off41Embed"
Freaks,Surf Curse,"81 ContributorsTranslationsРусскийFrançaisEspañolFreaks Lyrics[Verse 1]
Don't kill me, just help me run away
From everyone, I need a place to stay
Where I can cover up my face
Don't cry, I am just a freak

[Chorus]
I am just a freak
I am just a freak
I am just a freak

[Verse 2]
My head is filled with parasites
Black holes cover up my eyes
I dream of you almost every night
Hopefully, I won't wake up this time

[Chorus]
I won't wake up this time
I won't wake up this time
I won't wake up this timeYou might also like52Embed"
favorite crime,Olivia Rodrigo,"127 ContributorsTranslationsTürkçeEspañolPortuguêsPortuguêsDeutschFrançaisPolskiفارسی​favorite crime Lyrics[Verse 1]
Know that I loved you so bad
I let you treat me like that
I was your willing accomplice, honey
And I watched as you fled the scene
Doe-eyed as you buried me
One heart broke, four hands bloody

[Chorus]
The things I did
Just so I could call you mine
The things you did
Well, I hope I was your favorite crime

[Verse 2]
You used me as an alibi
I crossed my heart as you crossed the line
And I defended you to all my friends
And now every time a siren sounds
I wondеr if you're around
'Cause you know that I'd do it all again

[Chorus]
All the things I did
Just so I could call you minе
The things you did
Well, I hope I was your favorite crime
See Olivia Rodrigo LiveGet tickets as low as $123You might also like[Bridge]
It's bittersweet to think about the damage that we'd do
'Cause I was goin' down, but I was doin' it with you
Yeah, everything we broke and all the trouble that we made
But I say that I hate you with a smile on my face
Oh, look what we became

[Chorus]
All the things I did
Just so I could call you mine
All the things you did
Well, I hope I was your favorite crime

[Outro]
Your favorite crime
Your favorite crime
'Cause, baby, you were mine75Embed"
I WANNA BE YOUR SLAVE,Måneskin,"77 ContributorsTranslationsRomânăTürkçeHrvatskiEspañolItalianoDeutschFrançaisDanskI WANNA BE YOUR SLAVE Lyrics[Verse 1]
I wanna be your slave, I wanna be your master
I wanna make your heartbeat run like rollercoasters
I wanna be a good boy, I wanna be a gangster
'Cause you could be the beauty and I could be the monster
I love you since this morning, not just for aesthetic
I wanna touch your body, so fucking electric
I know you're scared of me, you say that I'm too eccentric
I'm crying all my tears and that's fucking pathetic
I wanna make you hungry, then I wanna feed ya
I wanna paint your face like you're my Mona Lisa
I wanna be a champion, I wanna be a loser
I'll evеn be a clown 'cause I just wanna amuse ya
I wanna bе your sex toy, I wanna be your teacher
I wanna be your sin, I wanna be a preacher
I wanna make you love me, then I wanna leave ya
'Cause, baby, I'm your David and you're my Goliath

[Pre-Chorus]
Uh-huh
Mhm, uh-huh

[Chorus]
Because I'm the devil who's searching for redemption
And I'm a lawyer who's searching for redemption
And I'm a killer who's searching for redemption
A motherfucking monster who's searching for redemption
And I'm a bad guy who's searching for redemption
And I'm a blonde girl who's searching for redemption
And I'm a freak that is searching for redemption
A motherfucking monster who's searching for redemption
You might also like[Verse 2]
I wanna be your slave, I wanna be your master
I wanna make your heartbeat run like rollercoasters
I wanna be a good boy, I wanna be a gangster
'Cause you can be the beauty and I could be the monster
I wanna make you quiet, I wanna make you nervous
I wanna set you free but I'm too fucking jealous
I wanna pull your strings like you're my Telecaster
And if you want to use me, I could be your puppet

[Chorus]
'Cause I'm the devil who's searching for redemption
And I'm a lawyer who's searching for redemption
And I'm a killer who's searching for redemption
A motherfucking monster who's searching for redemption

[Outro]
I wanna be your slave, I wanna be your master74Embed"
THATS WHAT I WANT,Lil Nas X,"176 ContributorsTranslationsTürkçeРусскийDeutschLil Nas X - THATS WHAT I WANT (Ελληνική μετάφραση)PortuguêsFrançaisTHATS WHAT I WANT Lyrics[Intro]
One, two, three, four

[Verse 1]
Need a boy who can cuddle with me all night
Keep me warm, love me long, be my sunlight
Tell me lies, we can argue, we can fight
Yeah, we did it before, but we'll do it tonight
An afro, black boy with the gold teeth
With dark skin, lookin' at me like he know me
I wonder if he got the G or the B
Let me find out and see, comin' over to me, yeah

[Pre-Chorus]
These days, I'm way too lonely
I'm missing out, I know
These days, I'm way too alone
And I'm known for givin' love away, but

[Chorus]
I want someone to love mе
I need someone who needs me
'Causе it don't feel right when it's late at night
And it's just me in my dreams
So I want someone to love
That's what I fuckin' want
You might also like[Verse 2]
Look, you know it's harder to find in these times
But I got nothin' but love on my mind (My mind)
I need a baby with love in my prime
Need an adversary to my ""down and marry""
Like, tell me ""That's life"" when I'm stressin' at night
Be like, ""You'll be okay"" and, ""Everything is alright,"" uh
Let me in that thing, 'cause I'm not wanting anything
But your loving, your body, and a little bit of your brain

[Pre-Chorus]
These days, I'm way too lonely
I'm missing out, I know
These days, I'm way too alone
And I'm known for givin' love away, but

[Chorus]
I want someone to love me
I need someone who needs me
'Cause it don't feel right when it's late at night
And it's just me in my dreams
So I want someone to love
That's what I fuckin' want

[Bridge]
I want someone to love me
I need someone who needs me
[Chorus]
'Cause it don't feel right when it's late at night
And it's just me in my dreams
So I want someone to love
That's what I fuckin' want67Embed"
Desesperados,Rauw Alejandro,"12 ContributorsTranslationsEnglishDeutschDesesperados Lyrics[Letra de ""Desesperados""]

[Pre-Estribillo: Rauw Alejandro, Chencho Corleone]
¿Qué me hizo usted?
Que la quiero volver a ver
Y volverla a besar
Yo te paso a buscar, buscar
Es que la bellaquera contigo
Con nadie más la consigo
De tus grito' no me olvido, oh-oh-oh-oh

[Estribillo: Rauw Alejandro, Rauw Alejandro & Chencho Corleone]
Tengo reservado el hotel, pero con estas gana' no vamo' a llegar
Somo' do' desesperado', por eso nos tuvimo' que parquear
Atrá' nos espera el asiento
Tú ere' una aventura cuando te desnuda', -a-a-as
Te-Te-Tengo resеrvado el hotel, pero con еstas gana' no vamo' a llegar
Somo' do' desesperado', por eso nos tuvimo' que parquear
Atrá' nos espera el asiento
Tú ere' una aventura cuando te desnuda', -a-a-as

[Verso 1: Chencho Corleone]
La' gana' de tenerla, yo no pude, tuve
Que hacértelo cuando me detuve, sudé
En la parte 'e atrá', aunque falta comodidad
Tus grito' confirmaron que viste la' nube'
La bellaquera nos domina siempre que tú y yo no' vemo'
No importa el ambiente, donde sea no' comemo'
No hay planificación porque a ti la situación
Te descontrola y no hay forma de evitar la situación
Donde siempre terminamos sin ropa
No te conformas con un beso en la boca
Según tú dice', yo soy el que te provoca
Pero me busca' aunque sabe' que tengo a otra
You might also like[Estribillo: Chencho Corleone & Rauw Alejandro]
Te-Te-Tengo reservado el hotel, pero con estas gana' no vamo' a llegar
Somo' do' desesperados, por eso nos tuvimos que marchar
Atrás nos espera el asiento
Tú ere' una aventura cuando te desnuda', -a-a-a'

[Verso 2: Rauw Alejandro]
La-La primera vez que perreamos
No pudimo' evitarlo y nos besamos (Ey)
Que el momento no acabara no dejamo'
En vano no fue, la toqué como un piano
Tu mirada me dijo que esto hoy gano (Yah)
Ah, mami, ¿tú quiere' más, tú quiere' más, tú quiere' más? (Wuh)
Bebé, pues no se hable más (Wuh)
No me suelte' y vámono' de una ve' (¡Ah!)
Bendecío' por ser el que ve tu desnudez (Amén)
Lo más que me gusta 'e ti e' tu sencillez (Ah)
Le gusta agresivo, pero que entre con delicadez (Ey)
De la Metro a Mayagüez (Ra-Rauw)

[Pre-Estribillo: Chencho Corleone & Rauw Alejandro]
¿Qué me dice usted?
Que la quiero volver a ver
Y volverla a besar
Yo te paso a buscar, buscar
Es que la bellaquera contigo
Con nadie más la consigo
De tus grito' no me olvido, oh-oh-oh-oh
[Estribillo: Rauw Alejandro & Chencho Corleone]
Tengo reservado el hotel, pero con estas gana' no vamo' a llegar
Somo' do' desesperado', por eso nos tuvimo' que parquear
Atrá' nos espera el asiento
Tú ere' una aventura cuando te desnuda', -a-a-a'

[Outro: Rauw Alejandro]
Ra-Rauw, Rauw Alejandro
Con Chencho Corleone
Desbloqueando un nuevo nivel del perreo
Dímelo, Nino
Dulce Como Candy
VICE VERSA, pa' to'a la' nenas perversa'
Ey
Ra-Rauw
Con los fuckin' Sensei
Duars Entertainment
Gang4Embed"
Until I Found You,Stephen Sanchez,"51 ContributorsTranslationsDeutschPortuguêsEspañolUntil I Found You Lyrics[Verse 1: Stephen Sanchez]
Georgia, wrap me up in all your
I want ya in my arms
Oh, let me hold ya
I'll never let you go again like I did
Oh, I used to say

[Chorus: Stephen Sanchez & Georgia Brown]
I would never fall in love again until I found her
I said I would never fall, unless it's you I fall into
I was lost within the darkness, but then I found her
I found you

[Verse 2: Stephen Sanchez & Georgia Brown]
Georgia pulled me in
I asked to love her once again
You fell, I caught ya
I'll never let you go again like I did
Oh, I used to say

[Chorus: Stephen Sanchez & Georgia Brown]
I would never fall in love again until I found her
I said I would never fall unless it's you I fall into
I was lost within the darkness, but then I found her
I found you
See Stephen Sanchez LiveGet tickets as low as $46You might also like[Guitar Solo]

[Chorus: Stephen Sanchez & Georgia Brown]
I would never fall in love again until I found her
I said I would never fall unless it's you I fall into
I was lost within the darkness, but then I found her
I found you12Embed"
Friday,Riton,"1 ContributorTop Tracks of 2021 LyricsOlivia Rodrigo - drivers license
Lil Nas X - MONTERO (Call Me By Your Name)
The Kid LAROI & Justin Bieber - STAY
Olivia Rodrigo - good 4 u
Dua Lipa - Levitating (feat. DaBaby)
Justin Bieber - Peaches (feat. Daniel Caesar & Giveon)
Doja Cat - Kiss Me More (feat. SZA)
The Weeknd - Blinding Lights
Glass Animals - Heat Waves
Måneskin - Beggin'
Masked Wolf - Astronaut In The Ocean
Bad Bunny & Jhay Cortez - DÁKITI
Lix Nas X - INDUSTRY BABY (feat. Jack Harlow)
Ed Sheeran - Bad Habits
The Weeknd - Save Your Tears
BTS - Butter
Bruno Mars,Anderson .Paak & Silk Sonic - Leave The Door Open
Olivia Rodrigo - deja vu
Rauw Alejandro - Todo De Ti
24kGoldn - Mood (feat. iann dior)
Tiësto - The Business
BTS - Dynamite
Bad Bunny - Yonaguni
Harry Styles - Watermelon Sugar
Riton - Friday (feat. Mufasa & Hypeman) Dopamine Remix
Kali Uchis - telepatía
The Kid LAROI - WITHOUT YOU
Giveon - Heartbreak Anniversary
Olivia Rodrigo - traitor
Farruko - Pepas
Ariana Grande - positions
Lewis Capaldi - Someone You Loved
Myke Towers & Juhm - Bandido
Måneskin - I WANNA BE YOUR SLAVE
Polo G - RAPSTAR
Bad Bunny & ROSALÍA - LA NOCHE DE ANOCHE
Doja Cat - Streets
The Neighbourhood - Sweater Weather
Los Legendarios, Wisin & Jhay Cortez - Fiel
Doja Cat - Need to Know
Dua Lipa - Don't Start Now
Internet Money - Lemonade (feat. Gunna, Don Toliver & NAV)
Doja Cat - Woman
Duncan Laurence - Arcade
SZA - Good Days
J Balvin & Maria Becerra - Qué Más Pues?
Joel Corry - Head & Heart (feat. MNEK)
Ariana Grande - 34+35
Tate Mcrae - you broke me first
Sebastian Yatra & Myke Towers - Pareja Del AñoEmbed"
Pray For Me,The Weeknd,"250 ContributorsTranslationsPortuguêsTürkçeEspañolDeutschPray For Me Lyrics[Intro: The Weeknd]
(Ooh, ooh, ooh, ooh)

[Verse 1: The Weeknd]
I'm always ready for a war again (A war again)
Go down that road again (That road again)
It's all the same (It's all the same)
I'm always ready to take a life again (That life again)
You know I'll ride again (I'll ride again)
It's all the same (Ooh, ooh, ooh)
Tell me who's gon' save me from myself
When this life is all I know
Tell me who's gon' save me from this hell
Without you, I'm all alone

[Chorus: The Weeknd]
Who gon' pray for me? (Who gon' pray for me?)
Take my pain for me? (Take my pain for me?)
Save my soul for me? (Save my soul for me?)
'Cause I'm alone, you see ('Cause I'm alone, you see)
If I'm gon' die for you (If I'm gon' die for you)
If I'm gon' kill for you (If I'm gon' kill for you)
Then I'll spill this blood for you, hey

[Verse 2: Kendrick Lamar]
I fight the world, I fight you, I fight myself
I fight God, just tell me how many burdens left
I fight pain and hurricanes, today, I wept
I'm tryna fight back tears, flood on my doorsteps
Life a livin' hell, puddles of blood in the streets
Shooters on top of the building, government aid ain't relief
Earthquake, the body dropped, the ground breaks
The poor run with smoke lungs and Scarface
Who need a hero? (Hero)
You need a hero, look in the mirror, there go your hero
Who on the front lines at ground zero? (Hero)
My heart don't skip a beat, even when hard times bumps the needle
Mass destruction and mass corruption, the souls of sufferin' men
Clutchin' on deaf ears again, rapture is comin'
It's all prophecy and if I gotta be
Sacrificed for the greater good, then that's what it gotta be
You might also like[Chorus: The Weeknd]
Who gon' pray for me? (Who gon' pray for me?)
Take my pain for me? (Take my pain for me?)
Save my soul for me? (Save my soul for me?)
'Cause I'm alone, you see ('Cause I'm alone, you see)
If I'm gon' die for you (If I'm gon' die for you)
If I'm gon' kill for you (If I'm gon' kill for you)
Then I'll spill this blood for you, hey

[Bridge: The Weeknd]
Hey, hey
Hey, hey
Hey, hey
Hey, hey

[Chorus: The Weeknd]
Who gon' pray for me? (Who gon' pray for me?)
Take my pain for me? (Take my pain for me?)
Save my soul for me? (Save my soul for me?)
'Cause I'm alone, you see ('Cause I'm alone, you see)
If I'm gon' die for you (If I'm gon' die for you)
If I'm gon' kill for you (If I'm gon' kill for you)
Then I'll spill this blood for you, hey

[Outro: Kendrick Lamar & The Weeknd]
Just in case my faith go, I'll live by my own law
I'll live by my own law, I'll live by my own
Just in case my faith go, I'll live by my own law
I'll live by my own law, I'll live by my own139Embed"
WITHOUT YOU,The Kid LAROI,"124 ContributorsTranslationsTürkçeEspañolItalianoFrançaisPortuguêsWITHOUT YOU Lyrics[Chorus]
You cut out a piece of me and now I bleed internally
Left here without you (No, no, no), without you (Ooh)
And it hurts for me to think about what life could possibly be like
Without you (No, no, no), without you (No, no)

[Verse]
I can't believe that you would up and leave me
Fuck all of your reasons
I lost my shit, you know I didn't mean it
Now I see it, you run and repeat it
And I can't take it back, so in the past is where we'll leave it, huh

[Pre-Chorus]
So there you go, oh
Can't make a wife out of a ho, oh
I'll never find the words to say I'm sorry
But I'm scared to be alone

[Chorus]
You cut out a piece of me and now I bleed internally
Left here without you (No, no, no), without you (Ooh)
And it hurts for me to think about what life could possibly be like
Without you (No, no, no), without you (No, no)

[Post-Chorus]
Oh-oh, woah, oh-oh, woah
Oh-oh, woah, oh-oh, woah
Without you, without you
Oh-oh, woah, oh-oh, woah
Oh-oh, woah, oh-oh, woah
Without you, without you
See The Kid LAROI LiveGet tickets as low as $94You might also like[Bridge]
It's gon' be hard here on my own
And even harder to let you go
I really wish that we, could have got this right

[Pre-Chorus]
So here I go, oh
Can't make a wife out of a ho, oh
I'll never find the words to say I'm sorry
But I'm scared to be alone (Oh)

[Chorus]
You cut out a piece of me and now I bleed internally
Left here without you (No, no, no), without you (Ooh)
And it hurts for me to think about what life could possibly be like
Without you (No, no, no), without you (No, no)

[Post-Chorus]
Oh-oh, woah, oh-oh, woah
Oh-oh, woah, oh-oh, woah
Without you, without you (No, no, no)116Embed"
RAPSTAR,Polo G,"171 ContributorsTranslationsTürkçeEspañolРусский日本語ItalianoDeutschRAPSTAR Lyrics[Intro]
(Shout out my nigga Synco)

[Chorus]
Uh (Tuned up), copped a BMW, new deposit, I picked up another bag
Like fuck it, I'ma count while I'm in it
I hear planes flyin', crowds screamin', money counters, chains clangin'
Shit, I guess that's how it sound when you winnin'
I ain't jokin', do it sound like I'm kiddin'?
I been makin' like two thousand a minute
So high up through the clouds, I was swimmin'
I'm probably gon' drown when I'm in it
I bet she gon' get loud when I'm in it
And we might have a child when I'm finished

[Verse 1]
Uh, I won't love a ho, after we fuck, she can't get near me
Only bitch I give a conversation to is Siri
My pants Amiri, yes, I'm winnin', clearly
I'm the chosen one, seen my potential, so they fear me
Lately I've been prayin', God, I wonder, can You hear me?
Thinkin' 'bout the old me, I swear I miss you dearly
Stay down 'til you come up, I've been stickin' to that theory
Every day a battle, I'm exhausted and I'm weary
Make sure I smile in public, when alone, my eyes teary
I fought through it all, but that shit hurt me severely
I've been gettin' high to hide behind my insecurities
Takin' different pills, but I know it ain't gon'—
See Polo G LiveGet tickets as low as $142You might also like[Chorus]
Uh, copped a BMW, new deposit, I picked up another bag
Like fuck it, I'ma count while I'm in it
I hear planes flyin', crowds screamin', money counters, chains clangin'
Shit, I guess that's how it sound when you winnin'
I ain't jokin', do it sound like I'm kiddin'?
I been makin' like two thousand a minute
So high up through the clouds, I was swimmin'
I'm probably gon' drown when I'm in it
I bet she gon' get loud when I'm in it (Uh, uh)
And we might have a child when I'm finished

[Verse 2]
They say I'm Pac rebirth, never put out a weak verse
Homicides when we lurk, I'ma step 'til my feet hurt
Been puttin' them streets first
White tees turned burgundy t-shirts
Lookin' for somethin' real, he stuck in a deep search
Anxiety killin' me, I just want to leave Earth
When they ask if I'm okay, it just make everything seem worse
Try and explain your feelings, sound like something you rehearsed
Stabbed me in my back with a clean smirk
Lookin' so deep into your eyes, I can read your thoughts, so
Shut the fuck—, I mean, please don't talk
I done been through too much and I don't need another loss
Put that on every war scar for every battle I fought
[Chorus]
Uh, copped a BMW, new deposit, I picked up another bag
Like fuck it, I'ma count while I'm in it
I hear planes flyin', crowds screamin', money counters, chains clangin'
Shit, I guess that's how it sound when you winnin'
I ain't jokin', do it sound like I'm kiddin'?
I been makin' like two thousand a minute
So high up through the clouds, I was swimmin'
I'm probably gon' drown when I'm in it
I bet she gon' get loud when I'm in it
And we might have a child when I'm finished

[Outro]
When I'm finished, when I'm finished190Embed"
